id,text
4781,"retail selling of soup ingredients in a small kiocks at home front selling of maggi, salt, onions, mellon, granded ogbono etc"
4921,picking and dropping off passengers and goods along suleja/abuja road picking and dropping off passengers and goods
5610,prepare kunu and zobbo for sale at home front selling of kunu and zobbo
4711,retail selling of chinchin and cheese at home front retail selling of chinchin and cheese
8010,"protecting lives and property ,reporting any suspicious  behaviour inspect and patrol premises regularly, provide assistance to people in need."
8010,"protecting lives and property,prevent crimes from happening. prevent crimes from happening,patrolling premises regularly"
8510,"assign and mark homework and class activities grade students assignment,create lesson plans for teaching"
8211,"prepare reports,presentation and other documents. managing the operations of the office, booking appointments."
5920,"oversee recording process and working with artist to create music compose instrumentals for tracks,collaborate with sound engineers."
4100,"inspecting and maintenance of building structure supervising,managing projects and designs."
9602,"cutting,trimming and styling of hair fixing of hair wigs,nails and facial  hair"
7710,renting vehicles to customer that meet their needs arranging for repairs to damaged vehicle for replacement
8550,"prepare,present, plan and teach lesson notes. mark attendance class activities and homework"
5510,"hotel and recreational activities providing accomodation, meal and other services for travellers and tourists"
9602,"curling, colouring and arranging woman hair woman saloon-: hair dresser / stylist"
5510,"hotel and recreational activities -: providing accommodation , meals,and other services for travellers and tourists. providing accommodation , meals,and other services for travellers and tourists."
5510,"providing temporary accommodation, meal and other services for travellers and tourist providing temporary accommodation, meal and other services for travellers and tourist"
9602,"hair washing ,trimming, setting and waving of woman hair hair washing ,trimming, setting and waving of woman hair"
4711,wholesales and retails sales of food items wholesales and retails sales of food items
4330,"manufacture / installation of roof, window and doors installation of aluminium roof , windows and doord"
1410,"tailors dedign, make/ fit, alter and repair hand made garments from textile fabrics. produced and measure clothes such as suits and dresses frm textile fabrics"
4100,"fastening bricks with wire clamps and cement. lay bricks,blocks,stones,lay out patterns or foundations using a straightedge"
1071,"provides food,snacks,drinks for events of all kind. setting up tables and food services areas with chairs,linens and dishes."
9700,"cleaning of the premises,preparing of meals. cleaning of the house,washing, shopping, and ironing"
8521,"preparing,presenting and planning of lesson note create in class assignment,homework,exams and learning modules"
9602,"cutting, trimming and styling of hair for client applying of hair dye,relaxers, and fixing of hair wavons."
4773,"buying and selling of bible, communion bread and wine. selling of rosary,annoiting oil,communion bread."
4721,selling of meat in different parts using scale measurement buying and selling of meat to customer
1030,"grind of food products like corn,beans, groundnut processing of food like beans, corn,soyabeans."
5621,"setting of tables,chair and food services. preparing of pastries like puff,buns,cakes."
4781,retail sales of provision items sales of provisions and daily need
8412,regulatory agency in charge of licensing medical laboratory practise in the country regulatory agency in charge of licensing medical laboratory practise in the country
5621,to provide food services to a social gathering to provide food services to a social gathering
4330,painting and decorator of a building painter and decorator of a building
5610,selling and fried of akara(beans cake) selling and fried of akara(beans cake)
5510,"establishment that provide accommodation ,meal and other services for travellers and tourists. establishment that provide accommodation ,meal and other services for travellers and tourists."
5610,"plan, organised and direct operation of reastuarants to provide catering services plan, organised and direct operation of reastuarants to provide catering services"
6910,law firm lawyer who advise clients on there rights and represent clients in legal proceedings.
4290,"construction company, design and execution of roads, bridges construction. conduct research , advise on ,designs and direct construction"
4789,wholesales and retails sales of insecticides and herbicides sales of insecticides and herbicides
8510,teaching in private primary school teacher -: teaching in private primary school
8521,school educational services and activites
6910,"provide advocacy and legal advise to solicitors legal adviser,represent  a case in court"
8211,scheduling meetings  and booking rooms provide supports to clients and employee
1410,"selecting of fabric for customers, amending cloth to customer desired taste cutting ans sewing of linen,attaching zipper to cloth"
1622,"cutting ,shaping,  and installation of building. cutting  ,  building  ,framing doors , istalling of building accessories."
8211,"managing office equipments ,booking meetings organise,store and print office document when needed"
8211,"maintaining  inventory of officer supplies. preparing, organising and storing information."
9602,"retouching,doing head massage and hot towel treatment washing,blowdrrying,conditioning  client hair"
9602,"selling of hair products like  relaxer,hair cream, shampoos,hair net. making braided wigs,fixing nails and eyelashes for client"
7410,"printing of flyers and banners,desigining logos. create  visual communication such as adverts,branding,publicity materials."
5621,preparing and storing food safety before and during an events preparing and storing food safety before and during an events
5610,manage maintenance operations and promote facility management fast food reasturant
8422,to protect pipelines from vandalism and also involved in crisis resolution. secutiry of lives and properties
9602,"creating images and characters through the medium of make up, hairstyles according to a brief. creating images and characters through the medium of make up, hairstyles according to a brief."
5813,"to make laws and oversite of government expenditure a person who writes for newspapers, magazines or prepares news to be broadcast"
8423,the commission is charged with responsibility of enforcing all economic and finanxial related crimes law. the commission is charged with responsibility of enforcing all economic and finanxial related crimes law.
4773,selling of gold and ornaments selling of gold and ornaments
7410,creat visual concepts using computer software by hand to communicate ideas that inspire and inform consumer creat visual concepts using computer software by hand to communicate ideas that inspire and inform consumers
8423,"maintain law and order safety, peace and orderliness"
5610,selling of cooked food selling of cooked food and serving
7420,photographer weddings  photos  and passport
9602,washing of hair  braiding  and fixing of weveon washing of hair  braiding  and fixing of weveon
9602,washing of hair  braiding and  fixing of weveon washing of hair  braiding and  fixing of weveon
8423,maintain law and order safety  peace and orderliness
8541,playing football sport  coaching and instructor playing football sport  coaching and instructor
1430,weaving and knitting of school  cardigan weaving and knitting of school  cardigan
9602,"washing of hair  braiding, fixing of weveon washing of hair  braiding, fixing of weveon"
8423,maintain law and order safety peace and orderliness
9602,"washing of hair, braiding and  fixing of weveon washing of hair, braiding and  fixing of weveon"
8423,police officer patrol the street and safeguaring of life and propertys police officer patrol the street and safeguaring of life and propertys
4663,selling of tiles and other building materials selling of tiles and other building materials
8423,police officer safeguaring of lifes and properties police officer safeguaring of lifes and properties
9700,washing cleaning and taking care of dogs washing cleaning and taking care of dogs
8121,cleaning and washing services cleaning and washing services
1410,tailoring sewing of both male and female cloths tailoring sewing of both male and female cloths
4711,selling of provision like beverages and detergent selling of provision like beverages and detergent
8423,police officer safeguaring of life and property police officer safeguaring of life and property
1410,fashion designer. sewing of both male and female cloths fashion designer. sewing of both male and female cloths
1410,fashion designer sewing of male cloths fashion designer sewing of male cloths
1410,fashion designer sewing of cloths fashion designer sewing of cloths
8423,police officer safeguaring of life and properties police officer safeguaring of life and properties
4722,"retail sales of soft drinks like coke, fanta and spirit. retail sales of soft drinks like coke, fanta and spirit."
4722,retail sales of soft drinks like coke fanta and spirit retail sales of soft drinks like coke fanta and spirit
5610,preparing and selling of kunu drinks to people kunu drinks of different sizes
1410,"a fashion designer and related services long and  short shirts, trousers, suits, etc"
5610,trader : selling of kunu drinks to individuals selling kunu drinks to people
5610,selling of kunu drinks to people selling kunu drinks to individuals
1410,"fashion designer: designing textiles clothes for people color direction, trend/mood boards, full collection design, catalog layout, etc"
4741,"trading: buying and selling of phone to people itels phone, tecno phone, infinit etc"
4771,"trading: buying and selling of sports wears and hijjab for female track suit, trousers, shortsleeve, shirts, hijjab for covering"
9601,"laundry and dry cleaning related services removing soil or dirt from towels, linens, articles of clothing,  or other fabric items that belong to  others."
1410,"taylor: sewing new clothes and amending old clothes for people gowns, skirts, shirts, trousers etc"
9521,"generator mechanic related activities installating, maintaining, and repair"
4921,commercial car driver  - transporting passengers and goods from one place to another place transporting passengers and goods from one place to another place
4322,"plumber - installation, repairing and maintaining water pipes, toilets, water heater installation, repairing and maintaining water pipes, toilets, water heater"
9602,"barber - cutting, styling, dye and shaving  hair and beard of men cutting, styling, dye and shaving  hair and beard of men"
4711,trader - buying and selling of various food stuffs buying and selling of various food stuffs
8510,blooming olives and stars preparatory school - teaching student how to read and write teaching student how to read and write
8411,general administration of the organisation provide security and infrastructure
8411,general administration of the organisation providing security and infrastructure
5610,selling of cooked food selling of prepared cooked food
7320,a researcher is an information professional who gather and analysis data and present their findings a researcher is an information professional who gather and analysis data and present their findings
8010,security guard safeguaring of life and properties security guard safeguaring of life and properties
4641,selling of clothing materials selling of clothing materials
9609,"first point of contact for callers, dealing with emails, managing diaries and organizing meetings and appointment first point of contact for callers, dealing with emails, managing diaries and organizing meetings and appointment"
8010,security guard safeguaring of lifes and properties security guard safeguaring of lifes and properties
7110,"precise  measurements and provide  data,mapmaking and construction  project precise  measurements and provide  data,mapmaking and construction  project"
8610,providing health care health care treatment and supply medication
4753,"retail sales of tiles,marble and maintenance services retail sales of tiles,marble and maintenance services"
9602,washing of hair braiding and fixing of weveon washing of hair braiding and fixing of weveon
9491,spiritual activities praying  councelling and conducting marriages
3100,"making of bed chairs,tables and wordrobe shoes rag making of bed chairs,tables and wordrobe shoes rag"
0146,rearing of chicken  and production of meat and eggs rearing of chicken  and production of meat and eggs
3600,"manufacturing, suppliers and distribution of pure water manufacturing, suppliers and distribution of pure water"
9602,"washing, fixing and plaiting of female hair washing, fixing and plaiting of female hair"
8510,teaching. teach children how to ready and write teaching. teach children how to ready and write
8510,teaching. teach children how to read and write teaching. teach children how to read and write
4663,retail and wholesale of buildings materials retail and wholesale of buildings materials
5610,selling of zobo drink. roselle juice selling of zobo drink. roselle juice
8010,security guard. safeguaring of lifes and properties security guard. safeguaring of lifes and properties
9700,cleaner. washing and cleaning services cleaner. washing and cleaning services
4923,logisticians oversee activities related to purchasing and transportation. logisticians oversee activities related to purchasing and transportation.
6311,"researcher.  collect, organize, analyze and interpret date. researcher.  collect, organize, analyze and interpret date."
8411,"fct administration emergency management agency. quick response office for incidence like accidents of any kind. influencing, engaging and building a relationship with key stakeholders across numerous platforms in order to shape  and  frame the  public perception of an organization"
8010,"aviation office : regulate the  air transportation industry check people in and out of the premises, check vehicles in and out of the  premises, report security breaches etc"
4711,"trading: buying and selling of rice, spaghetti and dye rice, spaghetti and  dye to individuals"
5320,"transportation of  goods, materials and packages delivery company pickup of goods  items and delivery of goods items from one point to another point"
1071,"manufacturing of pastry baker's confectioneries candies, chocolates, cakes, cookies, cupcakes, pies and bread"
8510,"primary school educational activities: imparting knowledge to pupils teaching and learning: plans, prepare and present lessons  that cater for the needs of the whole ability"
4781,"retail sales of foodstuffs like  beans, gari, groundnut oils, onions, palm oils, tomatoes beans, groundnut  oils, gari, palm oil, onions, tomatoes etc"
5110,"a cleaner and related activities work sweeping, dusting, mopping, smudges, vacuuming floors, countertops, ceiling and furniture and sanitizing bathrooms,  kitchensor other public areas"
5110,jace dil - trolley service for passengers trolley service for passengers at the airport
5223,"jubilee aviation support services ltd - aviation, road transportation, cargo and passengers transportation. aviation, road transportation, cargo and passengers transportation."
4771,boutique - buying and selling of various clothes and accessories buying and selling of various clothes and accessories
4771,boutique  - buying and selling various clothes and accessories buying and selling various clothes and accessories
8423,"nigeria immigration service  - control of entry into and departure from nigeria, monitoring of non-nigerians. control of entry into and departure from nigeria, monitoring of non-nigerians."
8422,"nigeria security and civil defence corps (nscdc) - protecting lives and properties, crisis resolutions. protecting lives and properties, crisis resolutions."
8411,"ministry of budget and economic planning  - formulate and prepare long-term, medium-term and short-term national development plans and coordinate such plans at federal, state and local government levels. formulate and prepare long-term, medium-term and short-term national development plans and coordinate such plans at federal, state and local government levels."
1811,"printer press shop - preparing printing equipment, feeding printing papers into the printing machines and reviewing job orders. preparing printing equipment, feeding printing papers into the printing machines and reviewing job orders."
3510,"inspecting transformers circuit breakers, and other electrical components repairing and replacing  equipment, electrical wiring and fixtures"
4781,selling of palm oil in whole and retail price to customers buying and supplying of palm oil to shops and homes.
4921,transportation of goods and passengers from place to the other transportation of goods and passengers from place to the other
8211,"prepare  report,  presentations and other documents shedule  meetings  , prepare report , and file document"
4771,"desplaying of goods such as , boxer ,singlet, headtie selling of singlet, headtie,  underwear and  sport  wears"
8211,"receiving guest,answering calls,taking messages and handling correspondence. taking minutes of meetings,keeping files."
4781,"buying and selling of palm oil in different liters to customers buying and selling of palm oil,supplies in wholesale."
1622,"repairing and renovating woodeb structure like cabinet,door,windows. roofing of building, construction of doors,cabinet,windows."
0113,"vegetable farmer planting of vegetables like ugu, spinach, bitter leaf and okro"
9491,preaching and educate people about evangelism preaching and educate people about evangelism
9602,"hair stylist for woman, making , plating of woman hair hair stylist for woman, making , plating of woman hair"
4321,"piping , wiring and electrical installation in a building piping , wiring and electrical installation in a building"
1030,"making and selling of kunu,sobo drink . frying of akara(baked beans) and bons making and selling of kunu,sobo drink . frying of akara(baked beans) and bons"
9602,plating braidding and re touch of woamn hair plating braidding and re touch of woamn hair
4781,trading-: wholesale & retails sale of palm oil and other food stuff trading-: wholesale & retails sale of palm oil and other food stuff
4921,operators of intra city bus services un abuja fct operators of intra city bus services un abuja fct
0119,"cultivating of farm land,planting of crops like cassava, yam,maize. planting of different types of plants like corn,yam and cassava."
0119,"harvesting of crops like cassava, maize and yam. planting and harvesting of crops like yam,cassava and maize."
4711,"buying ans selling of foodstuffs like rice,spaghetti, beans,vegetable oil. selling of foodstuffs like rice,beans,vegetable oil,spaghetti."
0119,"planting and harvesting of different types of crops like maize,yam,groundnut. applying fertilizers to crops,harvesting of crops."
8121,"sweeping of the office environment, trashing of the waste bin cleaning of tables and chairs,washing of the toilets"
9602,"plaiting of hair for clients,fixing nails,carving of brows. fixing of nails, braiding of wigs,drying and washing of hair."
0119,"harvesting of crops like groundnutd maize,cassava and yam planting and harvesting crop such as  maize,groundnut cassava and yam."
4330,"preparing surface for new tile fitting using plaster,sand and cement repair or remove old tiles and surface,prepare surface for new tiles"
9602,"washing and dryingbod hair,sellingbof hair products including hair wigs. routching and styling of hair,fixing of nails and pedicure"
4520,prepareing and cleaning vehicles before painting mixing paint to match the required colours.
4721,selling and supply of garri in bags to shops and homes buying and selling of garri to clients in bags
4520,remove rough spots on vehicles panels and sand all surfaces to be painted. mixing paints to match paint shades or select premixed paint
4711,"selling of foods stuffs material like rice beans,millet and other provisions buying and selling of provisions and food stuff."
4722,"buying and selling of sachets water,bottled water and soft drinks selling of different kinds of soft drinks."
8423,immigration are in charges of people entry and leaving of a country immigration are in charges of people entry and leaving of a country
4711,wholesale and retails sales of provision items and food stuff trading in food stuff items
4773,trading-: selling of firewood and charcoal selling of firewood and charcoal
0111,"farming-: planting and growing of yam, millet and brown beans planting and growing of yam, millet and brown beans"
8422,protect lives and properties of the coujtry citizens protect lives and properties of the coujtry citizens
4781,"trading -: wholesale and retail sales of perishable foods items like tomatoes, pepper and vegetables. wholesale and retail sales of perishable foods items like tomatoes, pepper and vegetables."
5610,selling of cook rice & beans trading -: selling of cook rice & beans
8423,police force -: to protect lives and properties of the citizens police force -: to protect lives and properties of the citizens
8010,"checking vehicles going in and coming out,patrolling the vicinity patrolling the environment,protecting lives and properties"
1010,buying and selling of different  parts of roasted meat(suya) selling of different parts roasted meat with masa
5610,"selling of cooked food such as rices,tuwo and beans. selling of cooked food like beans,rice and tuwo."
0113,"harvesting of farm produce such as rice,beans,cassava, maize. applying fertilizers to crops,harvesting crops."
4669,"buying of aluminium, copper and brass scraps buying and selling of metals scraps and aluminium."
4772,buying and selling of different kind of oil perfume. buying and selling of oil perfume in different miligrams
4669,"selling of scrap metals like aluminium ,copper. collecting scap item from customers  like aluminium and coppers."
4771,"buying and selling of shirts,trousers,belts and shoes selling of footwears,clothes,and bags."
0125,"planting and harvesting of cashew and cassava harvesting pf crops like cashew fruits,nuts and cassava."
2022,manufacture of different kind of house paint manufacture of  house paints
6810,aishat homes (real estate and realator firm) real estate - development and building of an housing estate
4789,trading -: selling of roofing wood and allready made house wooden door trading -: selling of roofing wood and allready made house wooden door
8510,education and learing place teacher:- primary school teacher.
4771,trading -: wholesale and retail sales of clothes trading -: wholesale and retail sales of clothes
4711,trading -: wholesale and retail sales of provision items and food items trading -: wholesale and retail sales of provision items and food items
4782,trading -: wholesale and retail sales of textile fabrics and tailoring accessories wholesale and retail sales of textile fabrics and tailoring accessories
4781,selling of raw food items trading-: selling of raw food items
0113,"farmer-: cultivation of yam, brown bean and rice cultivation of yam, brown bean and rice"
5610,trading-: selling of cook rice and beans trading-: selling of cook rice and beans
5610,"frying of akara, yam , massa and donut trading -: frying of akara, yam , massa and donut"
4520,motor vehicle mechanic workshop - repairing of various motor vehicles. repairing of various motor vehicles.
8510,"legend star nursery and primary school- building our feature stars teaching students how to read and write,"
4100,"house building: private home and commercial buildings building houses for people,  building offices for  people"
4100,"building construction: residential building and commercial building laying blocks, plastering, casting of pillars and lintels"
1410,"tayloring work  : sewing clothes for individuals shirts, trousers, skirts, gown, amending old clothes etc"
4100,"building construction work and related activities building houses, place of worship and commercial building."
4711,"trading: buying and selling of rice, beans, gari, oils, onions, spaghetti, maggi etc rice, beans, gari, oils, onions, spaghetti, maggi"
9491,"a pastor of a church : preaching and teaching people the way of god. preaching, teaching, counseling, (also  praying for his members )"
4772,"a pharmacy and stores shop: selling of drugs to people sales of controlled drugs, sales of  uncontrolled drugs, other store's items"
8423,"nigeria correctional service - incharge of prison taking custody of all interned, providing safe, secure and  humane custody for inmates, conveying remand persons to  and from courts in motorized  formation etc"
5510,"peace court hotels - a feeling of comfort, warmth and relaxation for our guests a feeling of comfort, warmth and relaxation for our guests"
8411,"ministry of health  - delivering effective, efficient and affordable health services to nigerians. delivering effective, efficient and affordable health services to nigerians."
8129,"dedidi ventures - cleaning of new buildings, living homes and apartments, industrial offices. cleaning of new buildings, living homes and apartments, industrial offices."
7911,leads travel agency - making your travel easier is our passion making your travel easier is our passion
8510,great saints primary and secondary schools  - knowledge is power teaching students how to read and write.
0111,growing of maize groundnuts cassava and yam maize groundnuts cassava and yam
0111,"growing of maize groundnuts cassava and yam maize groundnuts,cassava and yam"
4711,salling of bread  biscuits  drinks and all kind of snacks salling of bread  biscuits  drinks and all kind of snacks
0111,growing of maize groundnuts cassava and yam maize groundnuts yam and cassava
8610,taking care of patients and providing medication taking care of patients and providing medication
9602,babing of hair styling and washing babing of hair styling and washing
9602,washing of hair  fixing  of nails  and braiding of hair washing of hair  fixing  of nails  and braiding of hair
9602,rubbing of powder fixing of eye lashes and all beauty  treatment rubbing of powder fixing of eye lashes and all beauty  treatment
4921,driver.  transportation of people and goods from one place to another. driver.  transportation of people and goods from one place to another.
5610,"frying of yam, akara, beans cake and potatoes frying of yam, akara, beans cake and potatoes"
3313,electrician fixing and repairing of electronics electrician fixing and repairing of electronics
1410,tailoring. sewing of both male and female clothings tailoring. sewing of both male and female clothings
3100,furniture making. cut and shape wood with hand and machine furniture making. cut and shape wood with hand and machine
4921,driver. transportation of people from one place to another driver. transportation of people from one place to another
4781,"selling of food stuffs like rice,beans others. selling of food stuffs like rice,beans others."
8423,vehicles inspection officer. inspection of vehicles pappers and road safty vehicles inspection officer. inspection of vehicles pappers and road safty
4721,selling of food stuff like rice beans oil. selling of food stuff like rice beans oil.
0111,"farming,. cultivation and production of grains and root crops farming,. cultivation and production of grains and root crops"
1410,tailoring. sewing of female cloths tailoring. sewing of female cloths
4722,procesing and selling of  guinea corn local drinks.bukutu procesing and selling of  guinea corn local drinks.bukutu
9602,hairdressing.  making of femail hair in a beauty salon hairdressing.  making of femail hair in a beauty salon
4722,processing and selling of local drinks made from guinea corn. bukutu processing and selling of local drinks made from guinea corn. bukutu
4722,processing and selling of local drinks made from guinea corn processing and selling of local drinks made from guinea corn
4520,"changing  oil,checking  fluid  level and rotating  tires wheel  bearing as brake pads changing  oil,checking  fluid  level and rotating  tires wheel  bearing as brake pads"
4100,"to supervised, excavating, demolition and renovating and prapping managing and coordinating to supervised, excavating, demolition and renovating and prapping managing and coordinating"
2511,"welding and steel work making iron doors, windows and burglary"
4921,urban transport transporting and carrying of people
5610,"prepared cooked food and serving food serve, distribute and food store"
5610,selling of cooked food prepared cooked food and serving
9602,making of hair and washing of hair making of hair and washing of hair
8411,general administration providing security infrastructure
8121,cleaning of house and washing of clothes and general cleaning cleaning of house and washing of clothes and general cleaning
4520,mechanic repairing and maintenaning of motor cars mechanic repairing and maintenaning of motor cars
4530,selling of motor cars spare parts selling of motor cars spare parts
4781,retail selling of provision shop. like beverages detergent etc retail selling of provision shop. like beverages detergent etc
4781,retail selling of provision shop like beverages detergent etc retail selling of provision shop like beverages detergent etc
4781,retail selling of provision shop like beverages and detergent retail selling of provision shop like beverages and detergent
4781,retail selling of provision shop like beverages and detergent etc retail selling of provision shop like beverages and detergent etc
4520,mechanic fixing and repairing of motor cars mechanic fixing and repairing of motor cars
5610,frying of akara. beans cake frying of akara. beans cake
5610,food business frying of akara beans cake food business frying of akara beans cake
4921,transportation. loader in a motor park. transportation. loader in a motor park.
8510,primary school teacher. teach children how to read and write. primary school teacher. teach children how to read and write.
5510,lodging accommodation and cooking of food meals drinks and accommodation
4759,retail sales of electrical and electronics spares parts retail sales of electrical and electronics spares parts
9602,washing of hair and braiding of hair with fixing of nails washing of hair and braiding of hair with fixing of nails
8510,admit pupils prepare them for exams and conduct exams and realise results produce graduans and providing education
8510,"admit pupils prepare them for exams, conduct exams and realise results produce graduans and providing education"
9602,washing of hair  braiding and fixing of weveon and nails washing of hair  braiding and fixing of weveon and nails
4774,"salling of  clothes selling of clothes  shirts, trousers and shoes"
0146,production of meat and eggs production of meat and eggs
4921,driver transportation of people from one place to another driver transportation of people from one place to another
1030,selling of kuna. femented guinea corn drink selling of kuna. femented guinea corn drink
4799,making and selling of kuna guinea corn drinks making and selling of kuna guinea corn drinks
9700,house cleaner. cleaning and washing services in a household house cleaner. cleaning and washing services in a household
4711,selling of provision shop like beverages and detergent selling of provision shop like beverages and detergent
5610,"selling of fish roll, kuna and sobo selling of fish roll, kuna and sobo"
5610,"selling of kuna, fish roll and zobo selling of kuna, fish roll and zobo"
8411,procurement officer.  estimate  and establish budget for purchase procurement officer.  estimate  and establish budget for purchase
5610,"preparing,serving and selling of cooked food . preparing,serving and selling of cooked food ."
5610,perparing serving and selling of cooked food perparing serving and selling of cooked food
5610,preparing serving and selling of cooked food preparing serving and selling of cooked food
4772,wholesale and retail sales of cosmetics like bodycream etc wholesale and retail sales of cosmetics like bodycream etc
8510,teacher. teach children how to read and write teacher. teach children how to read and write
4100,"house building related activities. building residential house, building commercial structure and maintenance of old buildings"
4781,"trading: selling of pepper, maggi, salt, okro, onions etc pepper, maggi, salt, okro, onions"
8510,"primary school education: teaching and learning cleaning the school compound, classroom, and rest rooms"
9601,"laundry and dry cleaning services - washing mostly fabrics for others washing clothes, presses or ironing clothes for people, etc"
4753,sales of wall papers: for beautification purposes wall papers for beautification purposes
4711,"trading: buying and selling of supermarket products, items and materials beverages , drinks, fresh produce, baked goods, diary, pantry, sugar, detergents, diapers  etc"
4921,driver  - transporting of goods and people from one place to another. transporting of goods and people from one place to another.
1410,tailor  - sewing of various ladies clothes sewing of various ladies clothes
8610,"primus international super specialty hospital - world class health care centre for orthopedics, spine, neuro, and internal medicine world class health care centre for orthopedics, spine, neuro, and internal medicine"
4781,"retail trader - buying and selling of yam, cocoyam and potatoes. buying and selling of yam, cocoyam and potatoes."
4100,bricklayer - building and repairing of houses building and repairing of houses
4781,"trader - selling of yam tubers, cocoyam and potatoes selling of yam tubers, cocoyam and potatoes"
4781,"trading - helping her mother in selling yam tubers, cocoyam and potatoes helping her mother in selling yam tubers, cocoyam and potatoes"
5310,"nigerian postal service (nipost) - mail services, speedpost, and ems pack mail services, speedpost, and ems pack"
4781,"retail trader - buying and selling of various soft drinks, water and biscuits buying and selling of various soft drinks, water and biscuits"
4100,"bricklayer - interpreting of building plans, building and renovation of houses. interpreting of building plans, building and renovation of houses."
4781,"retail trader - making and selling kunu, buying and selling of various soft drinks, water. making and selling kunu, buying and selling of various soft drinks, water."
9511,"dotmat internet services - setting up,  installing  and maintaining computer hardwares and softwares. setting up,  installing  and maintaining computer hardwares and softwares."
4781,trader  - retail buying and selling of various drinks and water retail buying and selling of various drinks and water
4661,selling and packaging of charcoal in smaller quantity to customer buying and selling of charcoal to customers
4799,selling and rebarging charcoal in smaller quantity to customer buying and selling of charcoal to customers
8020,"patrolling the premises,checking car going out and coming in. protecting lifes and properties, patrolling the premises."
8211,"prepare  letter ,memos, form, and report prepare rugular report,organising files."
0113,"clearing  of weed in the farm and applying  fertilizers  to the crop planting  of  yam, maize  ,corn. and cassava"
0111,"planting and harvesting of crops such as beans, maize,guineacorn,yam,cassava. harvesting pf crops such as cassava,guineacorn,yam,maize"
0111,"planting and harvesting of crops such as corn,cassava,guineacorn,beans. planting crops such as cassava,guineacorn,beans,corn."
7420,"designing of logos,banners,t-shirts.amending designs after client feedback. prepare sketches or layout,select colors,animation ,photography and other elements for designs"
1410,"selecting fabrics for clients,adjusting of fabrics for clients cutting and ammending of fabrics,attaching zippers to fabrics."
9602,"making of hair wigs,fixing of nails and pedicire trimming and dyeing of hair for clients,making of hair wigs."
4100,measuring out building areas and setting out the first rows of bricks. repairing and maintaining building blocks.
9602,"cut, trim,shave and style hair,washing of client hair. trimming, styling,cutting and colouring hair of client"
4771,trading-: selling of female handbags trading-: selling of female handbags
4781,"trading -: selling of raw food items, like bean, rice ,melon and beenie seed trading -: selling of raw food items, like bean, rice ,melon and beenie seed"
1410,sewing of female clothes tailoring services-: sewing of female clothes
0729,minner -: minning of gold and other minerials minning of gold and other minerials
0111,"farmer -: growing of corn, cassava and beans farmer -: growing of corn, cassava and beans"
2393,moulder-: moulding of clay soil into flower vast . moulder-: moulding of clay soil into flower vast .
5630,trading -: selling of kunu and zobo trading -: selling of kunu and zobo
4210,determined construction locations for roads and buildings determined construction locations for roads and buildings
1622,carpenter-: roofer that normally involved in the house roof carpenter-: roofer that normally involved in the house roof
9602,"hairdresser  -: washing, plating and brading of woman hair hairdresser  -: washing, plating and brading of woman hair"
9602,"hairdressing saloon -: plating , washing and setting of woman hair. hairdressing saloon -: plating , washing and setting of woman hair."
8010,to maintain peace and order to safe guards the lifes and properties
5630,trading :- selling of raw food items trading :- selling of raw food items
4330,artisian who mix paints and apply them with brushes/roller on the wall painter and wall screeding-: artisian who mix paints and apply them with brushes/roller on the wall
9602,saloon -: hair dressing and beautician saloon -: hair dressing and beautician
0146,rearing of chicken and production of eggs rearing of chicken and production of eggs
6419,financial intermediation loans granting of credit cards
4321,wirering of houses and factories wirering of houses and factories
4711,"selling of drinks, bread and biscuits, chinchin and doughnuts selling of drinks, bread and biscuits, chinchin and doughnuts"
4721,"selling of yam,beans  rice and maize selling of yam,beans  rice and maize"
4781,selling of yam  beans  rice and maize selling of yam  beans  rice and maize
5610,food serve and distribute food serve and distribute
6619,financial intermediation loans  granting of credit cards
4771,selling of all kind of children shoes online selling of all kind of children shoes online
3100,carpenter making and fixing of furniture carpenter making and fixing of furniture
4100,bricklayer. a mason building of houses in a construction site bricklayer. a mason building of houses in a construction site
1071,baker. baking of bread and other pastries. baker. baking of bread and other pastries.
4773,business. selling of firewood and charcoal business. selling of firewood and charcoal
0111,farming cultivation of food crops and grains farming cultivation of food crops and grains
8121,cleaning and washing services in a household cleaning and washing services in a household
1410,tailoring sewing of female cloths tailoring sewing of female cloths
4772,"trading; selling of drugs, cosmetic and provision services drugs, cosmetic, provision related services"
4772,"trading: selling of drugs, cosmetic and provision related products drugs, cosmetic, provision products"
4711,"trading; selling  bread, spaghetti, sugar, milk ,milo, biscuits, detergents  etc spaghetti, sugar, milk, bread, maggi, salt, ground nut etc"
4771,"trading - buying and selling of skirts, gowns, shirts, trousers, shoes and jalamia clothes skirts, gowns, shirts, trousers, shoes, and jalamia"
4771,"trading: buying and selling of boutique clothes skirts, gowns, shirts, trousers and shoes"
3510,"abuja electricity distribution  company staff - operations and technical services managing and coordinating the commercial and technical operations of the assigned feeders, customers based. attending to customers for  smooth running of the company"
6201,"a programs  developer  - writing programs for people writing and testing code for new programs,  updating existing programs, identifying and correcting coding errors,  rewriting programs for the different operating systems,  secure programs against cybersecurity threats."
6820,"buying and selling of land and houses, renting of land and houses to people buying, selling, renting, leasing of  property"
4630,trading: buying and selling of gari processed food processed gari foods (cassava products)
8510,"primary school education- teaching and learning related activities planning, organizing, coordinating, directing, evaluating and reporting"
8510,"primary school education - preparing lesson plans, organizing, coordinating, directing, evaluating and reporting teaching and learning related activities"
